formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C13H29N	[M + H]+	C13H30N+	Fatty acids	0.857	Fatty acyls	0.210	Acetate-derived alkaloids	0.343	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.972	Secondary amines	0.548	Dialkylamines	0.635	Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	200.237	666	11.099	857343594982493356	857336456194314236	857336456194314235	12136	
1	C14H31N	[M + H]+	C14H32N+	Alkaloids	0.838	Pseudoalkaloids (transamidation)	0.170	Acetate-derived alkaloids	0.311	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.982	Primary amines	0.883	Monoalkylamines	0.860	Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	214.253	667	11.117	857343583242636352	857336456257228800	857336456257228799	12180	
1	C12H24O4	[M + H]+	C12H25O4+	Fatty acids	0.926	Glycerolipids	0.281	Wax monoesters	0.308	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.843	Dialkyl ethers	0.755	Dialkyl ethers	0.755	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	233.175	668	11.129	857343601655631036	857336456315949060	857336456311754755	12203	
1	C10H18O2	[M + H]+	C10H19O2+	Fatty acids	0.999	Fatty Acids and Conjugates	0.949	Unsaturated fatty acids	0.938	Lipids and lipid-like molecules	0.791	Fatty Acyls	0.848	Fatty acids and conjugates	0.863	Straight chain fatty acids	0.703	Straight chain fatty acids	0.703	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	171.138	668	11.130	857343591153093774	857336456374669320	857336456374669319	12200	
1	C16H35N	[M + H]+	C16H36N+	Alkaloids	0.842	Ornithine alkaloids	0.159	Polyamines	0.374	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.985	Primary amines	0.871	Monoalkylamines	0.837	Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	242.284	670	11.163	857343584467373141	857336456559218708	857336456555024403	12250	
1	C12H18O2	[M + H]+	C12H19O2+	Terpenoids	0.857	Sesquiterpenoids	0.484	Irregular monoterpenoids	0.206	Organic acids and derivatives	0.734	Carboxylic acids and derivatives	0.712	Carboxylic acid derivatives	0.546	Carboxylic acid esters	0.558	Carboxylic acid esters	0.558	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	195.138	671	11.175	857343593548041364	857336456617938968	857336456617938967	12272	
1	C14H31NO	[M + H]+	C14H32NO+	Fatty acids	0.884	Spingolipids	0.143	Sphingoid bases	0.421	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.999	Aminoxides	0.997	Long-chain alkyl amine oxides	0.995	Long-chain alkyl amine oxides	0.995	Organic compounds; Organonitrogen compounds; Amine oxides and derivatives; Amines; Trisubstituted amine oxides and derivatives; Organic cations; Organic salts; Organic oxides; Aminoxides; Hydrocarbon derivatives; Long-chain alkyl amine oxides; Trialkyl amine oxides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230.248	671	11.183	857343594101689502	857336456752156704	857336456752156703	12286	
1	C12H20O3	[M + H]+	C12H21O3+	Terpenoids	0.782	Sesquiterpenoids	0.612	Menthane monoterpenoids	0.036	Lipids and lipid-like molecules	0.559							Lipids and lipid-like molecules	0.559	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	213.149	671	11.184	857343889825287471	857336456819265572	857336456819265571	12273	
1	C15H15NO	[M + H]+	C15H16NO+	Alkaloids	0.171	Phenylpropanoids (C6-C3)	0.215	Cinnamic acid amides	0.313	Benzenoids	0.999	Benzene and substituted derivatives	0.987	Phenylacetamides	0.632			Phenylacetamides	0.632	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenylacetamides; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	226.123	671	11.186	857344616857576984	857336456886374440	857336456882180135	12299	
1	C19H38N2O3	[M + H]+	C19H39N2O3+	Fatty acids	0.998	Fatty amides	0.966	N-acyl amines	0.743	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.976	Amino acids and derivatives	0.976	Alpha amino acids	0.760	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Quaternary ammonium salts; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	343.296	671	11.191	857344619042809436	857336456689242140	857336456689242139	12253	
1	C12H23NO	[M + H]+	C12H24NO+	Fatty acids	0.996	Fatty amides	0.995	N-acyl amines	0.898	Lipids and lipid-like molecules	0.995	Fatty Acyls	0.995	Fatty amides	0.992	N-acyl amines	0.943	N-acyl amines	0.943	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	198.185	675	11.258	857344613871232306	857336456949289004	857336456949289003	12388	
1	C12H21NO9	[M + Na]+	C12H21NNaO9+	Carbohydrates	0.985	Aminosugars and aminoglycosides	0.892	Aminosugars	0.743	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.928	Glycosyl compounds	0.531	O-glycosyl compounds	0.512	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	346.107	677	11.277	857344630052857532	857336457020592176	857336457016397871	12416	
1	C14H28O5	[M + H]+	C14H29O5+	Fatty acids	0.817	Fatty esters	0.266	Wax monoesters	0.301	Organic acids and derivatives	0.927	Carboxylic acids and derivatives	0.919	Carboxylic acid derivatives	0.702	Carboxylic acid esters	0.685	Carboxylic acid esters	0.685	Organic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	277.201	677	11.282	857344620716336751	857336457142227000	857336457138032695	12433	
1	C14H31N	[M + H]+	C14H32N+	Alkaloids	0.862	Pseudoalkaloids (transamidation)	0.150	Acetate-derived alkaloids	0.232	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.995	Primary amines	0.973	Monoalkylamines	0.959	Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	214.253	677	11.287	857344612650689665	857336457200947260	857336457200947259	12429	
1	C10H18O2	[M + H]+	C10H19O2+	Fatty acids	0.999	Fatty Acids and Conjugates	0.970	Unsaturated fatty acids	0.952	Lipids and lipid-like molecules	0.852	Fatty Acyls	0.894	Fatty acids and conjugates	0.911	Straight chain fatty acids	0.769	Straight chain fatty acids	0.769	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	171.138	677	11.288	857344613854455088	857336457263861824	857336457263861823	12469	
1	C12H22N4O4S	[M + Na]+	C12H22N4NaO4S+	Amino acids and Peptides	0.332	Histidine alkaloids	0.344	Imidazole alkaloids	0.343	Organosulfur compounds	0.835	Sulfonyls	0.595					Sulfonyls	0.595	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	341.128	677	11.289	857344634012280543	857336457322582084	857336457322582083	12449	
1	C11H23FN4O	[M + H]+	C11H24FN4O+	Alkaloids	0.640	Histidine alkaloids	0.065	Imidazole alkaloids	0.064	Organohalogen compounds	0.998	Aryl halides	0.755	Aryl fluorides	0.700			Aryl fluorides	0.700	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Organofluorides; Amines; Aryl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	247.191	677	11.291	857344617767740993	857336457381302344	857336457377108039	12452	
1	C15H20N2O3	[M + H]+	C15H21N2O3+	Alkaloids	0.825	Tryptophan alkaloids	0.250	Pyrroloindole alkaloids	0.079	Organic acids and derivatives	0.742	Carboxylic acids and derivatives	0.651	Amino acids, peptides, and analogues	0.645	Amino acids and derivatives	0.644	Carbamate esters	0.821	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Nitrobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Organic nitro compounds; Carbamate esters; Organic oxoazanium compounds; Carbonyl compounds; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	277.155	678	11.307	857344619638400613	857336457444216908	857336457444216907	12557	
1	C16H29NO3	[M + H]+	C16H30NO3+	Fatty acids	0.909	Fatty Acids and Conjugates	0.309	Menthane monoterpenoids	0.024	Lipids and lipid-like molecules	0.797	Fatty Acyls	0.732					Fatty Acyls	0.732	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	284.222	680	11.332	857344626303149727	857336457502937168	857336457498742863	12526	
1	C19H38N2O3	[M + H]+	C19H39N2O3+	Fatty acids	0.998	Fatty amides	0.971	N-acyl amines	0.760	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.974	Amino acids and derivatives	0.974	Alpha amino acids	0.756	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Quaternary ammonium salts; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	343.296	680	11.342	857344623161616003	857336457561657428	857336457561657427	12541	
1	C15H33N	[M + H]+	C15H34N+	Fatty acids	0.881	Fatty acyls	0.371	Sphingoid bases	0.485	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.982	Primary amines	0.817	Monoalkylamines	0.804	Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	228.269	682	11.374	857344626743551657	857336457624571992	857336457624571991	12592	
1	C2H4O2	[M + K]+	C2H4KO2+	Fatty acids	0.929	Fatty acyls	0.795	Fatty alcohols	0.388	Organic oxygen compounds	0.991	Organooxygen compounds	0.949	Carbonyl compounds	0.255	Aldehydes	0.136	Short-chain aldehydes	0.629	Organic compounds; Alcohols and polyols; Organooxygen compounds; Short-chain aldehydes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	98.984	686	11.434	857344623757207180	857336457683292252	857336457683292251	12700	
1	C16H24O4	[M + H]+	C16H25O4+	Terpenoids	0.772	Sesquiterpenoids	0.711	Bisabolane sesquiterpenoids	0.116	Lipids and lipid-like molecules	0.585							Lipids and lipid-like molecules	0.585	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	281.175	688	11.460	857344709325203360	857336457742012512	857336457742012511	12730	
1	C18H28N2O6	[M + H]+	C18H29N2O6+	Amino acids and Peptides	0.911	Small peptides	0.324	Dipeptides	0.186	Organic acids and derivatives	0.972	Carboxylic acids and derivatives	0.945	Amino acids, peptides, and analogues	0.614	Amino acids and derivatives	0.611	Amino acids and derivatives	0.611	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	369.202	688	11.465	857344632519108304	857336457800732772	857336457800732771	12740	
1	C9H12N2O6S2	[M + Na]+	C9H12N2NaO6S2+	Amino acids and Peptides	0.714	Small peptides	0.143	Cephamycins	0.058	Organic acids and derivatives	0.990	Organic sulfonic acids and derivatives	0.734	Organosulfonic acids and derivatives	0.732	Organosulfonamides	0.686	Organosulfonamides	0.686	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiophenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Carboxylic acids; Organosulfonamides; Carbonyl compounds; Aminosulfonyl compounds; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	331.002	688	11.468	857344638860896018	857336457863647336	857336457863647335	12739	
1	C12H22O4	[M + H]+	C12H23O4+	Fatty acids	0.999	Fatty Acids and Conjugates	0.993	Dicarboxylic acids	0.994	Lipids and lipid-like molecules	0.969	Fatty Acyls	0.965	Fatty acids and conjugates	0.903	Medium-chain fatty acids	0.681	Medium-chain fatty acids	0.681	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	231.159	689	11.476	857344627183953578	857336457922367596	857336457918173291	12752	
1	C15H15NO	[M + H]+	C15H16NO+	Amino acids and Peptides	0.286	Phenylpropanoids (C6-C3)	0.382	Cinnamic acid amides	0.431	Benzenoids	0.999	Benzene and substituted derivatives	0.986	Phenylacetamides	0.641			Phenylacetamides	0.641	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenylacetamides; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	226.123	689	11.476	857344644963608381	857336457981087856	857336457981087855	12753	
1	C8H14N6O2	[M + H]+	C8H15N6O2+	Alkaloids	0.713	Small peptides	0.284	Imidazole alkaloids	0.162	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Guanidines	0.936	Nitroguanidines	0.795	Nitroguanidines	0.795	Organic compounds; Organonitrogen compounds; Guanidines; Organic nitro compounds; Benzene and substituted derivatives; Nitramines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroguanidines; Organic nitrogen compounds; Chemical entities	227.126	689	11.477	857344652131673940	857336458044002420	857336458044002419	12770	
1	C7H10ClN4O7P	[M + H]+	C7H11ClN4O7P+	Carbohydrates	0.668	Nucleosides	0.548	Purine nucleotides	0.715	Organic 1,3-dipolar compounds	0.950	Allyl-type 1,3-dipolar organic compounds	0.951	Organic nitro compounds	0.947	C-nitro compounds	0.906	Nitroaromatic compounds	0.770	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Aryl chlorides; Organic nitro compounds; Organic oxoazanium compounds; Organochlorides; Substituted imidazoles; N-substituted imidazoles; Alkyl halides; Alkyl phosphates; Monoalkyl phosphates; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	329.005	689	11.477	857344666476193662	857336458106916984	857336458106916983	12755	
1	C16H9N2O2	[M + H]+	C16H10N2O2+	Polyketides	0.740	Anthranilic acid alkaloids	0.683	Anthraquinones and anthrones	0.452	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.899	Ketones	0.917	Aryl ketones	0.840	Organic compounds; Organoheterocyclic compounds; Ketones; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Aryl ketones; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	262.074	689	11.478	857344641566222129	857336458165637244	857336458165637243	12772	
1	C13H11FN2O3	[M + H]+	C13H12FN2O3+	Alkaloids	0.881	Anthranilic acid alkaloids	0.630	Benzodiazepine alkaloids	0.540	Organic acids and derivatives	0.955	Carboxylic acids and derivatives	0.907	Amino acids, peptides, and analogues	0.681	Amino acids and derivatives	0.681	Alpha amino acids and derivatives	0.628	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	263.082	689	11.483	857344638252721928	857336458228551808	857336458224357503	12766	
1	C16H22Cl3NO	[M + Na]+	C16H22Cl3NNaO+	Alkaloids	0.375	Oligopeptides	0.094	Cinnamic acid amides	0.023	Benzenoids	0.957	Benzene and substituted derivatives	0.948	Halobenzenes	0.911	Chlorobenzenes	0.914	Dichlorobenzenes	0.599	Organic compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Dichlorobenzenes; Aryl halides; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	372.066	690	11.498	857344615452485131	857336458291466372	857336458291466371	12815	
1	C13H20N2O	[M + H]+	C13H21N2O+	Terpenoids	0.466	Monoterpenoids	0.040	Anthranillic acid derivatives	0.055	Benzenoids	0.993	Benzene and substituted derivatives	0.988	N-phenylureas	0.907			N-phenylureas	0.907	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Carbonyl compounds; N-phenylureas; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	221.165	690	11.500	857344641054517030	857336458345992328	857336458341798023	12808	
1	C15H20N2O3	[M + H]+	C15H21N2O3+	Alkaloids	0.722	Tryptophan alkaloids	0.137	Pyrroloindole alkaloids	0.037	Organic acids and derivatives	0.813	Carboxylic acids and derivatives	0.710	Amino acids, peptides, and analogues	0.720	Amino acids and derivatives	0.719	Carbamate esters	0.858	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Nitrobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Organic nitro compounds; Carbamate esters; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	277.155	690	11.504	857344634775643891	857336458404712588	857336458404712587	12823	
1	C21H15NO4	[M + H]+	C21H16NO4+	Alkaloids	0.538	Polycyclic aromatic polyketides	0.103	Aporphine alkaloids	0.109	Benzenoids	0.996	Naphthalenes	0.523					Naphthalenes	0.523	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	346.107	690	11.505	857344637304809213	857336458459238544	857336458455044239	12831	
1	C9H18Cl3O4P	[M + H]+	C9H19Cl3O4P+	Fatty acids	0.894	Glycerophospholipids	0.021	Halogenated fatty acids	0.039	Organic acids and derivatives	0.977	Organic phosphoric acids and derivatives	0.928	Phosphate esters	0.907	Alkyl phosphates	0.874	Trialkyl phosphates	0.944	Organic compounds; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Alkyl chlorides; Organochlorides; Alkyl halides; Alkyl phosphates; Trialkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	327.008	690	11.506	857344621446145657	857336458517958804	857336458517958803	12809	
1	C14H20F2N2O4	[M + Na]+	C14H20F2N2NaO4+	Amino acids and Peptides	0.553	Small peptides	0.790	Aminoacids	0.254	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.749	Amino acids and derivatives	0.748	Amino acids and derivatives	0.748	Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	341.128	690	11.506	857344678614509448	857336458585067672	857336458580873367	12819	
1	C13H26O4	[M + H]+	C13H27O4+	Fatty acids	0.931	Fatty esters	0.316	Dicarboxylic acids	0.293	Lipids and lipid-like molecules	0.866	Fatty Acyls	0.869	Fatty acid esters	0.619			Fatty acid esters	0.619	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	247.190	691	11.510	857344639825585949	857336458643787932	857336458639593627	12827	
